Year,Month,State,Age Group,COVID-19 Deaths,Total COVID Deaths,Death Proportion
2020,8,Florida,85 years and over,1423.0,4769.0,0.2983854057454393
2020,8,Georgia,0-17 years,0.0,1783.0,0.0
2020,8,Georgia,18-29 years,0.0,1783.0,0.0
2020,8,Georgia,30-39 years,21.0,1783.0,0.011777902411665733
2020,8,Georgia,40-49 years,71.0,1783.0,0.039820527201346045
2020,8,Georgia,50-64 years,353.0,1783.0,0.19798093101514302
2020,8,Georgia,65-74 years,453.0,1783.0,0.25406618059450364
2020,8,Georgia,75-84 years,484.0,1783.0,0.2714526079641054
2020,8,Georgia,85 years and over,401.0,1783.0,0.22490185081323613
2020,8,Idaho,0-17 years,0.0,172.0,0.0
2020,8,Idaho,18-29 years,0.0,172.0,0.0
2020,8,Idaho,30-39 years,0.0,172.0,0.0
2020,8,Idaho,40-49 years,0.0,172.0,0.0
2020,8,Idaho,50-64 years,16.0,172.0,0.09302325581395349
2020,8,Idaho,65-74 years,32.0,172.0,0.18604651162790697
2020,8,Idaho,75-84 years,52.0,172.0,0.3023255813953488
2020,8,Idaho,85 years and over,72.0,172.0,0.4186046511627907
2020,8,Illinois,0-17 years,0.0,474.0,0.0
2020,8,Illinois,18-29 years,0.0,474.0,0.0
2020,8,Illinois,30-39 years,0.0,474.0,0.0
2020,8,Illinois,40-49 years,19.0,474.0,0.04008438818565401
2020,8,Illinois,50-64 years,54.0,474.0,0.11392405063291139
2020,8,Illinois,65-74 years,91.0,474.0,0.19198312236286919
2020,8,Illinois,75-84 years,131.0,474.0,0.27637130801687765
2020,8,Illinois,85 years and over,179.0,474.0,0.37763713080168776
2020,8,Indiana,0-17 years,0.0,379.0,0.0
2020,8,Indiana,18-29 years,0.0,379.0,0.0
2020,8,Indiana,30-39 years,0.0,379.0,0.0
2020,8,Indiana,40-49 years,10.0,379.0,0.026385224274406333
2020,8,Indiana,50-64 years,45.0,379.0,0.11873350923482849
2020,8,Indiana,65-74 years,90.0,379.0,0.23746701846965698
2020,8,Indiana,75-84 years,112.0,379.0,0.2955145118733509
2020,8,Indiana,85 years and over,122.0,379.0,0.32189973614775724
2020,8,Iowa,0-17 years,0.0,267.0,0.0
2020,8,Iowa,18-29 years,0.0,267.0,0.0
2020,8,Iowa,30-39 years,0.0,267.0,0.0
2020,8,Iowa,40-49 years,0.0,267.0,0.0
2020,8,Iowa,50-64 years,36.0,267.0,0.1348314606741573
2020,8,Iowa,65-74 years,37.0,267.0,0.13857677902621723
2020,8,Iowa,75-84 years,82.0,267.0,0.30711610486891383
2020,8,Iowa,85 years and over,112.0,267.0,0.41947565543071164
2020,8,Kansas,0-17 years,0.0,174.0,0.0
2020,8,Kansas,18-29 years,0.0,174.0,0.0
2020,8,Kansas,30-39 years,0.0,174.0,0.0
2020,8,Kansas,40-49 years,0.0,174.0,0.0
2020,8,Kansas,50-64 years,30.0,174.0,0.1724137931034483
2020,8,Kansas,65-74 years,35.0,174.0,0.20114942528735633
2020,8,Kansas,75-84 years,55.0,174.0,0.3160919540229885
2020,8,Kansas,85 years and over,54.0,174.0,0.3103448275862069
2020,8,Kentucky,0-17 years,0.0,295.0,0.0
2020,8,Kentucky,18-29 years,0.0,295.0,0.0
2020,8,Kentucky,30-39 years,0.0,295.0,0.0
2020,8,Kentucky,40-49 years,0.0,295.0,0.0
2020,8,Kentucky,50-64 years,45.0,295.0,0.15254237288135594
2020,8,Kentucky,65-74 years,78.0,295.0,0.26440677966101694
2020,8,Kentucky,75-84 years,95.0,295.0,0.3220338983050847
2020,8,Kentucky,85 years and over,77.0,295.0,0.26101694915254237
2020,8,Louisiana,0-17 years,0.0,869.0,0.0
2020,8,Louisiana,18-29 years,0.0,869.0,0.0
2020,8,Louisiana,30-39 years,0.0,869.0,0.0
2020,8,Louisiana,40-49 years,23.0,869.0,0.026467203682393557
2020,8,Louisiana,50-64 years,145.0,869.0,0.1668584579976985
2020,8,Louisiana,65-74 years,232.0,869.0,0.2669735327963176
2020,8,Louisiana,75-84 years,265.0,869.0,0.3049482163406214
2020,8,Louisiana,85 years and over,204.0,869.0,0.23475258918296893
2020,8,Maine,0-17 years,0.0,0.0,0.0
2020,8,Maine,18-29 years,0.0,0.0,0.0
2020,8,Maine,30-39 years,0.0,0.0,0.0
2020,8,Maine,40-49 years,0.0,0.0,0.0
2020,8,Maine,50-64 years,0.0,0.0,0.0
2020,8,Maine,65-74 years,0.0,0.0,0.0
2020,8,Maine,75-84 years,0.0,0.0,0.0
2020,8,Maine,85 years and over,0.0,0.0,0.0
2020,8,Maryland,0-17 years,0.0,269.0,0.0
2020,8,Maryland,18-29 years,0.0,269.0,0.0
2020,8,Maryland,30-39 years,0.0,269.0,0.0
2020,8,Maryland,40-49 years,11.0,269.0,0.040892193308550186
2020,8,Maryland,50-64 years,45.0,269.0,0.16728624535315986
2020,8,Maryland,65-74 years,57.0,269.0,0.21189591078066913
2020,8,Maryland,75-84 years,72.0,269.0,0.26765799256505574
2020,8,Maryland,85 years and over,84.0,269.0,0.31226765799256506
2020,8,Massachusetts,0-17 years,0.0,108.0,0.0
2020,8,Massachusetts,18-29 years,0.0,108.0,0.0
2020,8,Massachusetts,30-39 years,0.0,108.0,0.0
2020,8,Massachusetts,40-49 years,0.0,108.0,0.0
2020,8,Massachusetts,50-64 years,0.0,108.0,0.0
2020,8,Massachusetts,65-74 years,14.0,108.0,0.12962962962962962
2020,8,Massachusetts,75-84 years,32.0,108.0,0.2962962962962963
2020,8,Massachusetts,85 years and over,62.0,108.0,0.5740740740740741
2020,8,Michigan,0-17 years,0.0,235.0,0.0
2020,8,Michigan,18-29 years,0.0,235.0,0.0
2020,8,Michigan,30-39 years,0.0,235.0,0.0
2020,8,Michigan,40-49 years,0.0,235.0,0.0
2020,8,Michigan,50-64 years,30.0,235.0,0.1276595744680851
2020,8,Michigan,65-74 years,55.0,235.0,0.23404255319148937
2020,8,Michigan,75-84 years,74.0,235.0,0.3148936170212766
2020,8,Michigan,85 years and over,76.0,235.0,0.32340425531914896
2020,8,Minnesota,0-17 years,0.0,203.0,0.0
2020,8,Minnesota,18-29 years,0.0,203.0,0.0
2020,8,Minnesota,30-39 years,0.0,203.0,0.0
2020,8,Minnesota,40-49 years,0.0,203.0,0.0
2020,8,Minnesota,50-64 years,29.0,203.0,0.14285714285714285
2020,8,Minnesota,65-74 years,47.0,203.0,0.2315270935960591
2020,8,Minnesota,75-84 years,55.0,203.0,0.270935960591133
2020,8,Minnesota,85 years and over,72.0,203.0,0.35467980295566504
2020,8,Mississippi,0-17 years,0.0,791.0,0.0
2020,8,Mississippi,18-29 years,0.0,791.0,0.0
2020,8,Mississippi,30-39 years,16.0,791.0,0.020227560050568902
2020,8,Mississippi,40-49 years,30.0,791.0,0.03792667509481669
2020,8,Mississippi,50-64 years,130.0,791.0,0.16434892541087232
2020,8,Mississippi,65-74 years,212.0,791.0,0.26801517067003794
2020,8,Mississippi,75-84 years,213.0,791.0,0.2692793931731985
2020,8,Mississippi,85 years and over,190.0,791.0,0.2402022756005057
2020,8,Missouri,0-17 years,0.0,471.0,0.0
2020,8,Missouri,18-29 years,0.0,471.0,0.0
2020,8,Missouri,30-39 years,0.0,471.0,0.0
2020,8,Missouri,40-49 years,12.0,471.0,0.025477707006369428
2020,8,Missouri,50-64 years,60.0,471.0,0.12738853503184713
2020,8,Missouri,65-74 years,97.0,471.0,0.2059447983014862
2020,8,Missouri,75-84 years,131.0,471.0,0.2781316348195329
2020,8,Missouri,85 years and over,171.0,471.0,0.3630573248407643
2020,8,Montana,0-17 years,0.0,48.0,0.0
2020,8,Montana,18-29 years,0.0,48.0,0.0
2020,8,Montana,30-39 years,0.0,48.0,0.0
2020,8,Montana,40-49 years,0.0,48.0,0.0
2020,8,Montana,50-64 years,10.0,48.0,0.20833333333333334
2020,8,Montana,65-74 years,13.0,48.0,0.2708333333333333
2020,8,Montana,75-84 years,12.0,48.0,0.25
2020,8,Montana,85 years and over,13.0,48.0,0.2708333333333333
2020,8,Nebraska,0-17 years,0.0,85.0,0.0
2020,8,Nebraska,18-29 years,0.0,85.0,0.0
2020,8,Nebraska,30-39 years,0.0,85.0,0.0
2020,8,Nebraska,40-49 years,0.0,85.0,0.0
2020,8,Nebraska,50-64 years,0.0,85.0,0.0
2020,8,Nebraska,65-74 years,18.0,85.0,0.21176470588235294
2020,8,Nebraska,75-84 years,31.0,85.0,0.36470588235294116
2020,8,Nebraska,85 years and over,36.0,85.0,0.4235294117647059
2020,8,Nevada,0-17 years,0.0,467.0,0.0
2020,8,Nevada,18-29 years,0.0,467.0,0.0
2020,8,Nevada,30-39 years,0.0,467.0,0.0
2020,8,Nevada,40-49 years,27.0,467.0,0.057815845824411134
2020,8,Nevada,50-64 years,102.0,467.0,0.21841541755888652
2020,8,Nevada,65-74 years,122.0,467.0,0.26124197002141325
2020,8,Nevada,75-84 years,132.0,467.0,0.2826552462526767
2020,8,Nevada,85 years and over,84.0,467.0,0.17987152034261242
2020,8,New Hampshire,0-17 years,0.0,11.0,0.0
2020,8,New Hampshire,18-29 years,0.0,11.0,0.0
2020,8,New Hampshire,30-39 years,0.0,11.0,0.0
2020,8,New Hampshire,40-49 years,0.0,11.0,0.0
2020,8,New Hampshire,50-64 years,0.0,11.0,0.0
2020,8,New Hampshire,65-74 years,0.0,11.0,0.0
2020,8,New Hampshire,75-84 years,0.0,11.0,0.0
2020,8,New Hampshire,85 years and over,11.0,11.0,1.0
2020,8,New Jersey,0-17 years,0.0,160.0,0.0
2020,8,New Jersey,18-29 years,0.0,160.0,0.0
2020,8,New Jersey,30-39 years,0.0,160.0,0.0
2020,8,New Jersey,40-49 years,0.0,160.0,0.0
2020,8,New Jersey,50-64 years,29.0,160.0,0.18125
2020,8,New Jersey,65-74 years,33.0,160.0,0.20625
2020,8,New Jersey,75-84 years,52.0,160.0,0.325
2020,8,New Jersey,85 years and over,46.0,160.0,0.2875
2020,8,New Mexico,0-17 years,0.0,84.0,0.0
2020,8,New Mexico,18-29 years,0.0,84.0,0.0
2020,8,New Mexico,30-39 years,0.0,84.0,0.0
2020,8,New Mexico,40-49 years,0.0,84.0,0.0
2020,8,New Mexico,50-64 years,17.0,84.0,0.20238095238095238
2020,8,New Mexico,65-74 years,19.0,84.0,0.2261904761904762
2020,8,New Mexico,75-84 years,33.0,84.0,0.39285714285714285
2020,8,New Mexico,85 years and over,15.0,84.0,0.17857142857142858
2020,8,New York,0-17 years,0.0,134.0,0.0
2020,8,New York,18-29 years,0.0,134.0,0.0
2020,8,New York,30-39 years,0.0,134.0,0.0
2020,8,New York,40-49 years,0.0,134.0,0.0
2020,8,New York,50-64 years,14.0,134.0,0.1044776119402985
2020,8,New York,65-74 years,24.0,134.0,0.1791044776119403
2020,8,New York,75-84 years,38.0,134.0,0.2835820895522388
2020,8,New York,85 years and over,58.0,134.0,0.43283582089552236
2020,8,North Carolina,0-17 years,0.0,901.0,0.0
2020,8,North Carolina,18-29 years,0.0,901.0,0.0
2020,8,North Carolina,30-39 years,12.0,901.0,0.013318534961154272
2020,8,North Carolina,40-49 years,21.0,901.0,0.023307436182019976
2020,8,North Carolina,50-64 years,144.0,901.0,0.1598224195338513
2020,8,North Carolina,65-74 years,203.0,901.0,0.2253052164261931
2020,8,North Carolina,75-84 years,225.0,901.0,0.24972253052164262
2020,8,North Carolina,85 years and over,296.0,901.0,0.32852386237513875
2020,8,North Dakota,0-17 years,0.0,13.0,0.0
2020,8,North Dakota,18-29 years,0.0,13.0,0.0
2020,8,North Dakota,30-39 years,0.0,13.0,0.0
2020,8,North Dakota,40-49 years,0.0,13.0,0.0
2020,8,North Dakota,50-64 years,0.0,13.0,0.0
2020,8,North Dakota,65-74 years,0.0,13.0,0.0
2020,8,North Dakota,75-84 years,0.0,13.0,0.0
2020,8,North Dakota,85 years and over,13.0,13.0,1.0
2020,8,Ohio,0-17 years,0.0,766.0,0.0
2020,8,Ohio,18-29 years,0.0,766.0,0.0
2020,8,Ohio,30-39 years,0.0,766.0,0.0
2020,8,Ohio,40-49 years,0.0,766.0,0.0
2020,8,Ohio,50-64 years,65.0,766.0,0.08485639686684072
2020,8,Ohio,65-74 years,157.0,766.0,0.20496083550913838
2020,8,Ohio,75-84 years,252.0,766.0,0.3289817232375979
2020,8,Ohio,85 years and over,292.0,766.0,0.381201044386423
2020,8,Oklahoma,0-17 years,0.0,338.0,0.0
2020,8,Oklahoma,18-29 years,0.0,338.0,0.0
2020,8,Oklahoma,30-39 years,0.0,338.0,0.0
2020,8,Oklahoma,40-49 years,10.0,338.0,0.029585798816568046
2020,8,Oklahoma,50-64 years,49.0,338.0,0.14497041420118342
2020,8,Oklahoma,65-74 years,86.0,338.0,0.25443786982248523
2020,8,Oklahoma,75-84 years,109.0,338.0,0.3224852071005917
2020,8,Oklahoma,85 years and over,84.0,338.0,0.2485207100591716
2020,8,Oregon,0-17 years,0.0,125.0,0.0
2020,8,Oregon,18-29 years,0.0,125.0,0.0
2020,8,Oregon,30-39 years,0.0,125.0,0.0
2020,8,Oregon,40-49 years,0.0,125.0,0.0
2020,8,Oregon,50-64 years,21.0,125.0,0.168
2020,8,Oregon,65-74 years,25.0,125.0,0.2
2020,8,Oregon,75-84 years,34.0,125.0,0.272
2020,8,Oregon,85 years and over,45.0,125.0,0.36
2020,8,Pennsylvania,0-17 years,0.0,490.0,0.0
2020,8,Pennsylvania,18-29 years,0.0,490.0,0.0
2020,8,Pennsylvania,30-39 years,0.0,490.0,0.0
2020,8,Pennsylvania,40-49 years,0.0,490.0,0.0
2020,8,Pennsylvania,50-64 years,42.0,490.0,0.08571428571428572
2020,8,Pennsylvania,65-74 years,102.0,490.0,0.20816326530612245
2020,8,Pennsylvania,75-84 years,155.0,490.0,0.3163265306122449
2020,8,Pennsylvania,85 years and over,191.0,490.0,0.38979591836734695
2020,8,Rhode Island,0-17 years,0.0,29.0,0.0
2020,8,Rhode Island,18-29 years,0.0,29.0,0.0
2020,8,Rhode Island,30-39 years,0.0,29.0,0.0
2020,8,Rhode Island,40-49 years,0.0,29.0,0.0
2020,8,Rhode Island,50-64 years,0.0,29.0,0.0
2020,8,Rhode Island,65-74 years,0.0,29.0,0.0
2020,8,Rhode Island,75-84 years,12.0,29.0,0.41379310344827586
2020,8,Rhode Island,85 years and over,17.0,29.0,0.5862068965517241
2020,8,South Carolina,0-17 years,0.0,992.0,0.0
2020,8,South Carolina,18-29 years,0.0,992.0,0.0
2020,8,South Carolina,30-39 years,0.0,992.0,0.0
2020,8,South Carolina,40-49 years,34.0,992.0,0.034274193548387094
2020,8,South Carolina,50-64 years,132.0,992.0,0.13306451612903225
2020,8,South Carolina,65-74 years,236.0,992.0,0.23790322580645162
2020,8,South Carolina,75-84 years,295.0,992.0,0.2973790322580645
2020,8,South Carolina,85 years and over,295.0,992.0,0.2973790322580645
2020,8,South Dakota,0-17 years,0.0,34.0,0.0
2020,8,South Dakota,18-29 years,0.0,34.0,0.0
2020,8,South Dakota,30-39 years,0.0,34.0,0.0
2020,8,South Dakota,40-49 years,0.0,34.0,0.0
2020,8,South Dakota,50-64 years,0.0,34.0,0.0
2020,8,South Dakota,65-74 years,0.0,34.0,0.0
2020,8,South Dakota,75-84 years,15.0,34.0,0.4411764705882353
2020,8,South Dakota,85 years and over,19.0,34.0,0.5588235294117647
2020,8,Tennessee,0-17 years,0.0,733.0,0.0
2020,8,Tennessee,18-29 years,0.0,733.0,0.0
2020,8,Tennessee,30-39 years,14.0,733.0,0.019099590723055934
2020,8,Tennessee,40-49 years,26.0,733.0,0.03547066848567531
2020,8,Tennessee,50-64 years,151.0,733.0,0.20600272851296045
2020,8,Tennessee,65-74 years,177.0,733.0,0.24147339699863574
2020,8,Tennessee,75-84 years,197.0,733.0,0.26875852660300137
2020,8,Tennessee,85 years and over,168.0,733.0,0.2291950886766712
2020,8,Texas,0-17 years,0.0,5130.0,0.0
2020,8,Texas,18-29 years,23.0,5130.0,0.0044834307992202725
2020,8,Texas,30-39 years,68.0,5130.0,0.013255360623781676
2020,8,Texas,40-49 years,291.0,5130.0,0.05672514619883041
2020,8,Texas,50-64 years,1138.0,5130.0,0.22183235867446394
2020,8,Texas,65-74 years,1278.0,5130.0,0.24912280701754386
2020,8,Texas,75-84 years,1276.0,5130.0,0.24873294346978558
2020,8,Texas,85 years and over,1056.0,5130.0,0.20584795321637428
2020,8,Utah,0-17 years,0.0,87.0,0.0
2020,8,Utah,18-29 years,0.0,87.0,0.0
2020,8,Utah,30-39 years,0.0,87.0,0.0
2020,8,Utah,40-49 years,0.0,87.0,0.0
2020,8,Utah,50-64 years,18.0,87.0,0.20689655172413793
2020,8,Utah,65-74 years,23.0,87.0,0.26436781609195403
2020,8,Utah,75-84 years,25.0,87.0,0.28735632183908044
2020,8,Utah,85 years and over,21.0,87.0,0.2413793103448276
2020,8,Vermont,0-17 years,0.0,0.0,0.0
2020,8,Vermont,18-29 years,0.0,0.0,0.0
2020,8,Vermont,30-39 years,0.0,0.0,0.0
2020,8,Vermont,40-49 years,0.0,0.0,0.0
2020,8,Vermont,50-64 years,0.0,0.0,0.0
2020,8,Vermont,65-74 years,0.0,0.0,0.0
2020,8,Vermont,75-84 years,0.0,0.0,0.0
2020,8,Vermont,85 years and over,0.0,0.0,0.0
2020,8,Virginia,0-17 years,0.0,464.0,0.0
2020,8,Virginia,18-29 years,0.0,464.0,0.0
2020,8,Virginia,30-39 years,0.0,464.0,0.0
2020,8,Virginia,40-49 years,10.0,464.0,0.021551724137931036
2020,8,Virginia,50-64 years,73.0,464.0,0.15732758620689655
2020,8,Virginia,65-74 years,105.0,464.0,0.22629310344827586
2020,8,Virginia,75-84 years,129.0,464.0,0.27801724137931033
2020,8,Virginia,85 years and over,147.0,464.0,0.3168103448275862
2020,8,Washington,0-17 years,0.0,283.0,0.0
2020,8,Washington,18-29 years,0.0,283.0,0.0
2020,8,Washington,30-39 years,0.0,283.0,0.0
2020,8,Washington,40-49 years,10.0,283.0,0.0353356890459364
2020,8,Washington,50-64 years,36.0,283.0,0.127208480565371
2020,8,Washington,65-74 years,50.0,283.0,0.17667844522968199
2020,8,Washington,75-84 years,74.0,283.0,0.26148409893992935
2020,8,Washington,85 years and over,113.0,283.0,0.3992932862190813
2020,8,West Virginia,0-17 years,0.0,96.0,0.0
2020,8,West Virginia,18-29 years,0.0,96.0,0.0
2020,8,West Virginia,30-39 years,0.0,96.0,0.0
2020,8,West Virginia,40-49 years,0.0,96.0,0.0
2020,8,West Virginia,50-64 years,0.0,96.0,0.0
2020,8,West Virginia,65-74 years,31.0,96.0,0.3229166666666667
2020,8,West Virginia,75-84 years,31.0,96.0,0.3229166666666667
2020,8,West Virginia,85 years and over,34.0,96.0,0.3541666666666667
2020,8,Wisconsin,0-17 years,0.0,193.0,0.0
2020,8,Wisconsin,18-29 years,0.0,193.0,0.0
2020,8,Wisconsin,30-39 years,0.0,193.0,0.0
2020,8,Wisconsin,40-49 years,0.0,193.0,0.0
2020,8,Wisconsin,50-64 years,20.0,193.0,0.10362694300518134
2020,8,Wisconsin,65-74 years,47.0,193.0,0.24352331606217617
2020,8,Wisconsin,75-84 years,57.0,193.0,0.29533678756476683
2020,8,Wisconsin,85 years and over,69.0,193.0,0.35751295336787564
2020,8,Wyoming,0-17 years,0.0,0.0,0.0
2020,8,Wyoming,18-29 years,0.0,0.0,0.0
2020,8,Wyoming,30-39 years,0.0,0.0,0.0
2020,8,Wyoming,40-49 years,0.0,0.0,0.0
2020,8,Wyoming,50-64 years,0.0,0.0,0.0
2020,8,Wyoming,65-74 years,0.0,0.0,0.0
2020,8,Wyoming,75-84 years,0.0,0.0,0.0
2020,8,Wyoming,85 years and over,0.0,0.0,0.0
2020,9,Alabama,0-17 years,0.0,551.0,0.0
2020,9,Alabama,18-29 years,0.0,551.0,0.0
2020,9,Alabama,30-39 years,0.0,551.0,0.0
2020,9,Alabama,40-49 years,16.0,551.0,0.029038112522686024
2020,9,Alabama,50-64 years,85.0,551.0,0.1542649727767695
2020,9,Alabama,65-74 years,137.0,551.0,0.24863883847549909
2020,9,Alabama,75-84 years,178.0,551.0,0.32304900181488205
2020,9,Alabama,85 years and over,135.0,551.0,0.24500907441016334
2020,9,Arizona,0-17 years,0.0,261.0,0.0
2020,9,Arizona,18-29 years,0.0,261.0,0.0
2020,9,Arizona,30-39 years,0.0,261.0,0.0
2020,9,Arizona,40-49 years,15.0,261.0,0.05747126436781609
2020,9,Arizona,50-64 years,62.0,261.0,0.23754789272030652
2020,9,Arizona,65-74 years,65.0,261.0,0.24904214559386972
2020,9,Arizona,75-84 years,70.0,261.0,0.2681992337164751
2020,9,Arizona,85 years and over,49.0,261.0,0.18773946360153257
2020,9,Arkansas,0-17 years,0.0,415.0,0.0
2020,9,Arkansas,18-29 years,0.0,415.0,0.0
2020,9,Arkansas,30-39 years,0.0,415.0,0.0
2020,9,Arkansas,40-49 years,11.0,415.0,0.02650602409638554
2020,9,Arkansas,50-64 years,53.0,415.0,0.12771084337349398
2020,9,Arkansas,65-74 years,73.0,415.0,0.17590361445783131
2020,9,Arkansas,75-84 years,126.0,415.0,0.3036144578313253
2020,9,Arkansas,85 years and over,152.0,415.0,0.36626506024096384
2020,9,California,0-17 years,0.0,2064.0,0.0
2020,9,California,18-29 years,18.0,2064.0,0.00872093023255814
2020,9,California,30-39 years,35.0,2064.0,0.01695736434108527
2020,9,California,40-49 years,85.0,2064.0,0.041182170542635656
2020,9,California,50-64 years,451.0,2064.0,0.2185077519379845
2020,9,California,65-74 years,464.0,2064.0,0.2248062015503876
2020,9,California,75-84 years,457.0,2064.0,0.22141472868217055
2020,9,California,85 years and over,554.0,2064.0,0.26841085271317827
2020,9,Colorado,0-17 years,0.0,112.0,0.0
2020,9,Colorado,18-29 years,0.0,112.0,0.0
2020,9,Colorado,30-39 years,0.0,112.0,0.0
2020,9,Colorado,40-49 years,0.0,112.0,0.0
2020,9,Colorado,50-64 years,16.0,112.0,0.14285714285714285
2020,9,Colorado,65-74 years,18.0,112.0,0.16071428571428573
2020,9,Colorado,75-84 years,34.0,112.0,0.30357142857142855
2020,9,Colorado,85 years and over,44.0,112.0,0.39285714285714285
2020,9,Connecticut,0-17 years,0.0,28.0,0.0
2020,9,Connecticut,18-29 years,0.0,28.0,0.0
2020,9,Connecticut,30-39 years,0.0,28.0,0.0
2020,9,Connecticut,40-49 years,0.0,28.0,0.0
2020,9,Connecticut,50-64 years,0.0,28.0,0.0
2020,9,Connecticut,65-74 years,0.0,28.0,0.0
2020,9,Connecticut,75-84 years,14.0,28.0,0.5
2020,9,Connecticut,85 years and over,14.0,28.0,0.5
2020,9,Delaware,0-17 years,0.0,0.0,0.0
2020,9,Delaware,18-29 years,0.0,0.0,0.0
2020,9,Delaware,30-39 years,0.0,0.0,0.0
2020,9,Delaware,40-49 years,0.0,0.0,0.0
2020,9,Delaware,50-64 years,0.0,0.0,0.0
2020,9,Delaware,65-74 years,0.0,0.0,0.0
2020,9,Delaware,75-84 years,0.0,0.0,0.0
2020,9,Delaware,85 years and over,0.0,0.0,0.0
2020,9,District of Columbia,0-17 years,0.0,0.0,0.0
2020,9,District of Columbia,18-29 years,0.0,0.0,0.0
2020,9,District of Columbia,30-39 years,0.0,0.0,0.0
2020,9,District of Columbia,40-49 years,0.0,0.0,0.0
2020,9,District of Columbia,50-64 years,0.0,0.0,0.0
2020,9,District of Columbia,65-74 years,0.0,0.0,0.0
2020,9,District of Columbia,75-84 years,0.0,0.0,0.0
2020,9,District of Columbia,85 years and over,0.0,0.0,0.0
2020,9,Florida,0-17 years,0.0,1999.0,0.0
2020,9,Florida,18-29 years,0.0,1999.0,0.0
2020,9,Florida,30-39 years,20.0,1999.0,0.010005002501250625
2020,9,Florida,40-49 years,59.0,1999.0,0.029514757378689346
2020,9,Florida,50-64 years,301.0,1999.0,0.15057528764382191
2020,9,Florida,65-74 years,465.0,1999.0,0.23261630815407705
2020,9,Florida,75-84 years,571.0,1999.0,0.28564282141070535
2020,9,Florida,85 years and over,583.0,1999.0,0.29164582291145574
2020,9,Georgia,0-17 years,0.0,955.0,0.0
2020,9,Georgia,18-29 years,0.0,955.0,0.0
2020,9,Georgia,30-39 years,12.0,955.0,0.012565445026178011
2020,9,Georgia,40-49 years,33.0,955.0,0.03455497382198953
2020,9,Georgia,50-64 years,185.0,955.0,0.193717277486911
2020,9,Georgia,65-74 years,285.0,955.0,0.29842931937172773
2020,9,Georgia,75-84 years,258.0,955.0,0.27015706806282724
2020,9,Georgia,85 years and over,182.0,955.0,0.1905759162303665
2020,9,Idaho,0-17 years,0.0,109.0,0.0
2020,9,Idaho,18-29 years,0.0,109.0,0.0
2020,9,Idaho,30-39 years,0.0,109.0,0.0
2020,9,Idaho,40-49 years,0.0,109.0,0.0
2020,9,Idaho,50-64 years,13.0,109.0,0.11926605504587157
2020,9,Idaho,65-74 years,29.0,109.0,0.26605504587155965
2020,9,Idaho,75-84 years,27.0,109.0,0.24770642201834864
2020,9,Idaho,85 years and over,40.0,109.0,0.3669724770642202
2020,9,Illinois,0-17 years,0.0,536.0,0.0
2020,9,Illinois,18-29 years,0.0,536.0,0.0
2020,9,Illinois,30-39 years,10.0,536.0,0.018656716417910446
2020,9,Illinois,40-49 years,0.0,536.0,0.0
2020,9,Illinois,50-64 years,77.0,536.0,0.14365671641791045
2020,9,Illinois,65-74 years,116.0,536.0,0.21641791044776118
2020,9,Illinois,75-84 years,149.0,536.0,0.27798507462686567
2020,9,Illinois,85 years and over,184.0,536.0,0.34328358208955223
2020,9,Indiana,0-17 years,0.0,408.0,0.0
2020,9,Indiana,18-29 years,0.0,408.0,0.0
2020,9,Indiana,30-39 years,0.0,408.0,0.0
2020,9,Indiana,40-49 years,11.0,408.0,0.02696078431372549
2020,9,Indiana,50-64 years,47.0,408.0,0.11519607843137254
2020,9,Indiana,65-74 years,81.0,408.0,0.19852941176470587
2020,9,Indiana,75-84 years,126.0,408.0,0.3088235294117647
2020,9,Indiana,85 years and over,143.0,408.0,0.35049019607843135
2020,9,Iowa,0-17 years,0.0,243.0,0.0
2020,9,Iowa,18-29 years,0.0,243.0,0.0
2020,9,Iowa,30-39 years,0.0,243.0,0.0
2020,9,Iowa,40-49 years,0.0,243.0,0.0
2020,9,Iowa,50-64 years,35.0,243.0,0.1440329218106996
2020,9,Iowa,65-74 years,44.0,243.0,0.18106995884773663
2020,9,Iowa,75-84 years,57.0,243.0,0.2345679012345679
2020,9,Iowa,85 years and over,107.0,243.0,0.4403292181069959
2020,9,Kansas,0-17 years,0.0,220.0,0.0
2020,9,Kansas,18-29 years,0.0,220.0,0.0
2020,9,Kansas,30-39 years,0.0,220.0,0.0
2020,9,Kansas,40-49 years,0.0,220.0,0.0
2020,9,Kansas,50-64 years,20.0,220.0,0.09090909090909091
2020,9,Kansas,65-74 years,50.0,220.0,0.22727272727272727
2020,9,Kansas,75-84 years,71.0,220.0,0.32272727272727275
2020,9,Kansas,85 years and over,79.0,220.0,0.35909090909090907
2020,9,Kentucky,0-17 years,0.0,286.0,0.0
2020,9,Kentucky,18-29 years,0.0,286.0,0.0
2020,9,Kentucky,30-39 years,0.0,286.0,0.0
2020,9,Kentucky,40-49 years,0.0,286.0,0.0
2020,9,Kentucky,50-64 years,28.0,286.0,0.0979020979020979
2020,9,Kentucky,65-74 years,54.0,286.0,0.1888111888111888
2020,9,Kentucky,75-84 years,93.0,286.0,0.32517482517482516
2020,9,Kentucky,85 years and over,111.0,286.0,0.3881118881118881
2020,9,Louisiana,0-17 years,0.0,413.0,0.0
2020,9,Louisiana,18-29 years,0.0,413.0,0.0
2020,9,Louisiana,30-39 years,0.0,413.0,0.0
2020,9,Louisiana,40-49 years,15.0,413.0,0.03631961259079903
